ISBN,title,author
9781416542742,The Language Of God: A Scientist Presents Evidence For Belief,Collins
9780753513576,The World Without Us,Alan Weisman
9781604690958,Botany for Gardeners,Brian Capon
9780190469412,The Death of Expertise,Tom Nichols
9781607439431,Yoga Mat Companion 1: Vinyasa Flow & Standing Poses,Ray Long
9781409350156,The Science Book,DK
9780435519117,Edexcel AS and A Level Modular Mathematics Core Mathematics 2 C2,Keith Pledger
9780618057078,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes
9781107628199,Physics for the IB Diploma Coursebook,K. A. Tsokos
9781780226897,River Out of Eden,Richard Dawkins
9781841195520,A Brief History of Science,Thomas Crump
9781604860801,The Vegetarian Myth,Lierre Keith
9780465024933,"The Feynman Lectures on Physics, Vol. I",Richard P. Feynman
9780060930721,The Second Brain,Michael Gershon
9781447263661,The River of Consciousness,Oliver Sacks
9780307278128,The Hidden Reality,Brian Greene
9780387310732,Pattern Recognition and Machine Learning,Christopher M. Bishop
9780865479180,Bad Science,Ben Goldacre
9780345346292,Speculations on the Evolution of Human Intelligence,Carl Sagan
9780198390114,Oxford IB Diploma Programme: Mathematics Standard Level Course Companion,Paul La Rondie
9780552777506,The Disappearing Spoon...and other true tales from the Periodic Table,Sam Kean
9780582411272,Calculations in AS/A Level Chemistry,Jim Clark
9781473628595,How Long is Now?,New Scientist
9780593076835,Midnight in Chernobyl,Adam Higginbotham
9780830837045,The Lost World of Genesis One,Dr John H Walton
9780062223227,Big Questions from Little People...,Gemma Elwin Harris
9781451624434,The Big Fat Surprise,Nina Teicholz
9780330458078,Triumph of the City,Edward Glaeser
9780141014630,Parallel Worlds,Michio Kaku
9780241349649,The Salt Path,Raynor Winn
9780062429650,Stealing Fire,Steven Kotler
9780544483941,Stuff Matters,Mark Miodownik
9781583943977,Sacred Economics,Charles Eisenstein
9781612197494,How To Do Nothing,Jenny Odell
9780440229124,The Cay,Theodore Taylor
9780345326492,Desert Solitaire,Edward Abbey
9780316133760,Love Sense,Dr Sue Johnson
9780435519124,Edexcel AS and A Level Modular Mathematics Statistics 1 S1,Greg Attwood
9781910002704,Beetle Boy,M. G. Leonard
9781439171226,The Moral Landscape,Sam Harris
9781591431350,Plant Intelligence and the Imaginal Realm,Stephen Harrod Buhner
9788499926223,Sapiens,Yuval Noah Harari
9780393350647,The Second Machine Age,Erik Brynjolfsson
9781878348609,Reef Fish Identification,Paul Humann
9781401926311,Spontaneous Evolution: Our Positive Future and a Way to Get There From Here,Bruce Lipton
9780143128298,What's Math Got to Do with It?,Jo Boaler
9781905172863,An Unsung Hero,Michael Smith
9781292232539,Edexcel AS and A level Mathematics Statistics & Mechanics Year 1/AS Textbook + e-book,Greg Attwood
9781452117249,TouchThinkLearn: Numbers,Xavier Deneux
9781680450262,"Make: Electronics, 2e",Charles Platt
9781785040450,The Power of When,Dr. Michael Breus
9780195007770,A Sand County Almanac,Aldo Leopold
9780982978665,Trail Guide to the Body Workbook,Andrew Biel
9781409345718,Great Maps,Jerry Brotton
9780007448319,The Teenage Brain,Frances E. Jensen
9780870714993,Gathering Moss,Robin Wall Kimmerer
9781847925398,Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier
9781783961412,Prisoners of Geography,Tim Marshall
9781609619114,The Honest Life,Jessica Alba
9781474606455,The Ancestor's Tale,Richard Dawkins
9780060845506,The Third Chimpanzee,Jared M Diamond
9780802778130,Quadrivium,Miranda Lundy
9781491952962,Practical Statistics for Data Scientists,Peter Bruce
9781452117270,Touchthinklearn: Shapes,Xavier Deneux
9781785033506,Fingers in the Sparkle Jar,Chris Packham
9781603584449,The Resilient Farm and Homestead,Ben Falk
9780195573954,Field Guide to Mammals of Australia,Peter Menkhorst
9780091865122,The Pocket Atlas Of The Moving Body,Mel Cash
9780552157629,Trick or Treatment?,Dr. Simon Singh
9781848319929,Atomic,Jim Baggott
9780141017969,Zero Degrees of Empathy,Simon Baron-Cohen
9781906860165,Drugs Without the Hot Air,David Nutt
9781849909655,Planet Earth II,Stephen Moss
9780521867443,Calculus,Michael Spivak
9781785034466,The Book of Hygge,Louisa Thomsen Brits
9780452295544,My Stroke of Insight,Jill Bolte Taylor
9780007488803,Human Universe,Brian Cox
9781400080793,The Quantum and the Lotus,Professor of Astronomy Trinh Xuan Thuan
9780615653631,Introduction to Mathematical Thinking,Professor Keith Devlin
9781612120898,Soap Crafting,Anne-marie Faiola
9780670075928,Down to Earth,Rhonda Hetzel
9780141978048,From Bacteria to Bach and Back,Daniel C. Dennett
9781607439424,Yoga Mat Companion 2: Hip Openers & Forward Bends,Ray Long
9781783351152,Can You Solve My Problems?,Alex Bellos
9780954452933,Sustainable Energy - without the hot air,David J. C. MacKay
9781848315891,Introducing Particle Physics,Tom Whyntie
9780141985756,Thank You for Being Late,Thomas L. Friedman
9780807068793,Why I Wake Early,Mary Oliver
9781784758578,Erebus: The Story of a Ship,Michael Palin
9781319108243,Lehninger Principles of Biochemistry,David L. Nelson
9780198301783,"Project X Origins: Purple Book Band, Oxford Level 8: Water: A Wild Ride",Tony Bradman
9781846682629,The (Mis)Behaviour of Markets,Benoit B. Mandelbrot
9780241302149,The Science of Spice,Dr. Stuart Farrimond
9781118021743,Biochemistry For Dummies,John T. Moore
9780393334777,How the Mind Works,Steven Pinker
9780544002340,The Storytelling Animal,Instructor Jonathan Gottschall
9780241981979,Optimism Over Despair,Noam Chomsky
9780764125959,"Good Night, Teddy",Francesca Ferri
9780198301790,"Project X Origins: Purple Book Band, Oxford Level 8: Water: Don't Look Down",Tony Bradman
9780822339175,Meeting the Universe Halfway,Karen Barad
9781451677614,The Making of the Atomic Bomb,Richard Rhodes
9781784163068,Hello World,Hannah Fry
9780613685726,Everyone Poops,Taro Gomi
9780007225743,The Information,James Gleick
9781848094772,Overview,Benjamin Grant
9781471135262,The Industries of the Future,Alec Ross
9780691147215,Honeybee Democracy,Thomas D. Seeley
9781925501629,Climate Change Delusion and the Great Electricity Ripoff,Ian Plimer
9781108439589,There Is No Planet B,Mike Berners-Lee
9780865475878,Cradle to Cradle,William McDonough
9780465075683,The Theoretical Minimum,George Hrabovsky
9781541644632,Deep Medicine,Eric Topol
9781451697681,Zero Waste Home,Bea Johnson
9780008353742,Lifespan,David Sinclair
9780193727861,Piano Time 2,Pauline Hall
9780099597827,Against Empathy,Paul Bloom
9780448437644,Who Was Charles Darwin?,Deborah Hopkinson
9781847925015,In Praise of Walking,Shane O'Mara
9780143118053,Reading in the Brain,Stanislas Dehaene
9781912836017,If Women Rose Rooted,Sharon Blackie
9781250118363,Algorithms to Live by,Brian Christian
9780008305666,Limitless Mind,Jo Boaler
9781594202292,Moonwalking with Einstein,Joshua Foer
9781473647770,The Grain Brain Whole Life Plan,David Perlmutter
9780198392132,Oxford IB Diploma Programme: Physics Course Companion,Michael Bowen-Jones
9780060926717,A Beginner's Guide to Constructing the Universe,Michael S. Schneider
9781861978189,Life Ascending,Nick Lane
9780593074305,The Good Gut,Justin Sonnenburg
9780553103748,A Brief History of Time,Stephen Hawking
9781760295486,Rewording the Brain,David Astle
9781595948151,The Unabomber Manifesto,The Unabomber
9781501121470,Prisoners of Geography,Tim Marshall
9780195105193,What Is Mathematics?,Richard Courant
9781623172435,Thus Spoke the Plant,Monica Gagliano
9780553380163,A Brief History of Time: 10th Anniversary Ed,Stephen Hawking
9780993597503,Chernobyl 01:23:40,Andrew Leatherbarrow
9780198745587,Philosophy of Science: Very Short Introduction,Samir Okasha
9781783199358,Photograph 51,Anna Ziegler
9781847924766,The Gendered Brain,Gina Rippon
9780812981445,Start Something That Matters,Blake Mycoskie
9780143118244,Too Big to Fail,Andrew Ross Sorkin
9781509530571,Down to Earth,Bruno Latour
9780241300756,The Fourth Industrial Revolution,Klaus Schwab
9780198392125,Oxford IB Diploma Programme: Chemistry Course Companion,Sergey Bylikin
9781925321814,"The Brain's Way of Healing: Remarkable discoveries and recoveries from the frontiers of neuroplasticity,",Norman Doidge
9781909621985,My Family and Other Animals,Gerald Durrell
9780465023950,The Pleasure of Finding Things Out,Richard P. Feynman
9780552150729,A Short History of Nearly Everything,Bill Bryson
9781509809950,Solve For Happy,Mo Gawdat
9780553806847,The Talent Code,Daniel Coyle
9781780272092,Shackleton's Boat Journey,Frank Arthur Worsley
9780415278447,The Logic of Scientific Discovery,Sir Karl Popper
9780717180936,The Great Irish Weather Book,Joanna Donnelly
9780500810309,Sacred Geometry,Robert Lawlor
9780224086356,Maths for Mums and Dads,Rob Eastaway
