Id,eTag,Title,Subtitle,Author,Publisher,Published-Date,Description,ISBN_10,ISBN_13,PageCount,Categories,Language,Sale_Info,Saleability,isEBook,epub,pdf,Access_Info,Viewability,PublicDomain
LbcPwWawUWEC,Pi2R5Vd+sJc,The Key Muscles of Yoga,,Ray Long,Bandha Yoga Publications LLC,2009-08,Looks at fifty-five fundamental poses from an anatomical perspective to describe their function in the practice of hatha yoga.,1607432382,9781607432388,244,Health & Fitness,en,VN,FOR_SALE,True,False,True,VN,PARTIAL,False
jibUPQAACAAJ,+jsxE8HwDew,Bad Science,,Ben Goldacre,HarperPerennial,2009,"Everyone has their own 'bad science' moments, encompassing everything from the useless pie charts on the back of cereal boxes to the use of the word 'visibly' in cosmetics adverts. Full of spleen, Ben Goldacre takes the reader on a hilarious, invigorating and informative journey through the world of bad science.",000728487X,9780007284870,370,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
x_c4rgEACAAJ,jjF1mxLF1s4,Thing Explainer,Complicated Stuff in Simple Words,Randall Munroe,John Murray,2015,"The creator of the popular webcomic ""xkcd"" uses line drawings and common words to provide simple explanations for how things work, including microwaves, bridges, tectonic plates, the solar system, the periodic table, helicopters, and other essential concepts.",1473620910,9781473620919,0,COMICS & GRAPHIC NOVELS,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
n5gIswEACAAJ,IBLouy5F1s4,The Brain's Way of Healing,Stories of Remarkable Recoveries and Discoveries,Norman Doidge,Penguin Group,2016,"For centuries it was believed that the price paid for the brain's complexity was its inability to recover from damage or illness. Norman Doidge turns this belief on its head, and explains that this very sophistication is the source of a unique kind of healing",014198080X,9780141980805,0,Health & Fitness,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
2_F7MAEACAAJ,D9OokcmCx/M,The Anatomy Coloring Book,,"Wynn Kapit, Lawrence M. Elson",,2014,"Why use this coloring book? For more than 35 years, The Anatomy Coloring Book has been the #1 best-selling human anatomy coloring book! A useful tool for anyone with an interest in learning anatomical structures, this concisely written text features precise, extraordinary hand-drawn figures that were crafted especially for easy coloring and interactive study. Organized according to body systems, each of the 162 two-page spreads featured in this book includes an ingenious color-key system where anatomical terminology is linked to detailed illustrations of the structures of the body. When you color to learn with The Anatomy Coloring Book, you make visual associations with key terminology, and assimilate information while engaging in kinesthetic learning. Studying anatomy is made easy and fun! The Fourth Edition features user-friendly two-page spreads with enlarged art, clearer, more concise text descriptions, and new boldface headings that make this classic coloring book accessible to a wider range of learners.",0321832019,9780321832016,0,Games & Activities,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
UfG1uwEACAAJ,SPhxX5tLAZ8,How to Change Your Mind,The New Science of Psychedelics,Michael Pollan,Penguin Books Limited,2019,"When LSD was first discovered in the 1940s, it seemed to researchers, scientists and doctors as if the world might be on the cusp of psychological revolution. It promised to shed light on the deep mysteries of consciousness, as well as offer relief to addicts and the mentally ill. But in the 1960s, with the vicious backlash against the counter-culture, all further research was banned. In recent years, however, work has quietly begun again on the amazing potential of LSD, psilocybin and DMT. Could these drugs in fact improve the lives of many people? Diving deep into this extraordinary world and putting himself forward as a guinea-pig, Michael Pollan has written a remarkable history of psychedelics and a compelling portrait of the new generation of scientists fascinated by the implications of these drugs. How to Change Your Mind is a report from what could very well be the future of human consciousness.",0141985135,9780141985138,0,History,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
R79HVyegzoQC,ZjN4uTfN9Uk,The Black Swan,The Impact of the Highly Improbable,Nassim Nicholas Taleb,Penguin UK,2008-04-03,"From the critically acclaimed author of Fooled by Randomness, a book about the impact of improbable events on every aspect of life.",0141034599,9780141034591,520,Business & Economics,en,VN,NOT_FOR_SALE,False,True,True,VN,NO_PAGES,False
KDVgYgEACAAJ,RxyEabJKUYs,The Psychopath Test,A Journey Through the Madness Industry,Jon Ronson,Picador,2012,"In this madcap journey, a bestselling journalist investigates psychopaths and the industry of doctors, scientists, and everyone else who studies them.",0330492276,9780330492270,0,Humor,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
AJAUjwEACAAJ,sBamiOvrVBM,Seven Brief Lessons on Physics,,Carlo Rovelli,Allen Lane,2016-06-30,"In this mind-bending introduction to modern physics, Carlo Rovelli explains Einstein's theory of general relativity, quantum mechanics, black holes, the complex architecture of the universe, elementary particles, gravity, and the nature of the mind. Not since Richard Feynman's celebrated best-seller Six Easy Pieces has physics been so vividly, intelligently and delightfully revealed.",0141981725,9780141981727,0,Science,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
jyqJDAAAQBAJ,JPKWgf6BIZY,Women in Science,50 Fearless Pioneers Who Changed the World,Rachel Ignotofsky,Ten Speed Press,2016-07-26,"NEW YORK TIMES BESTSELLER • This “wittily illustrated [and] accessible volume” (The Wall Street Journal) highlights the contributions of fifty notable women to the fields of science, technology, engineering, and mathematics (STEM) from the ancient to the modern world. “The must-read, girl-power STEM book.”—InStyle It’s a scientific fact: Women rock! This fascinating, educational collection features 50 illustrated portraits of trailblazing women in STEM throughout history. Full of striking, singular art, Women in Science also contains infographics about relevant topics such as lab equipment, rates of women currently working in STEM fields, and an illustrated scientific glossary. The trailblazing women profiled include such pioneers as primatologist Jane Goodall and mathematician Katherine Johnson, who calculated the trajectory of the 1969 Apollo 11 mission to the moon. Women in Science celebrates the achievements of the intrepid women who have paved the way for the next generation of female engineers, biologists, mathematicians, doctors, astronauts, physicists, and more!",1607749769,9781607749769,130,Young Adult Nonfiction,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
1f2-oQEACAAJ,c1Ex+08NTNI,This Changes Everything,Capitalism Vs. the Climate,Naomi Klein,Penguin Books Limited,2015,"""Forget everything you think you know about global warming. It's not about carbon - it's about capitalism. The good news is that we can seize this crisis to transform our failed economic system and build something radically better. In her most provocative book yet, Naomi Klein, author of the global bestsellers 'The Shock Doctrine' and 'No Logo', exposes the myths that are clouding climate debate. You have been told the market will save us, when in fact the addiction to profit and growth is digging us in deeper every day. You have been told it's impossible to get off fossil fuels when in fact we know exactly how to do it - it just requires breaking every rule in the 'free-market' playbook. You have also been told that humanity is too greedy and selfish to rise to this challenge. In fact, all around the world, the fight back is already succeeding in ways both surprising and inspiring. It's about changing the world, before the world changes so drastically that no one is safe. Either we leap - or we sink. This Changes Everything is a book that will redefine our era"" -- publisher website.",0241956188,9780241956182,0,Business & Economics,en,VN,NOT_FOR_SALE,False,False,False,VN,NO_PAGES,False
oUnJCgAAQBAJ,TQM5XsQtZNk,Lost Ocean,An Inky Adventure and Colouring Book,Johanna Basford,Random House,2015-10-22,"A beautiful new colouring book that takes you on a magical journey beneath the waves, from the creator of the worldwide bestsellers, Secret Garden and Enchanted Forest. Also features a large double-sided pull-out poster to colour and keep. With Lost Ocean, Johanna Basford invites colour-inners of all ages to discover an enchanting underwater world hidden within the depths of the sea. With intricate pen and ink illustrations to complete, colour and embellish, readers will meet shoals of exotic fish, curious octopuses and delicately penned seahorses, visit coral reefs and barnacle-studded shipwrecks, and discover intricate shells and pirate treasure. Secret Garden and Enchanted Forest fans and newcomers alike will delight in this creative journey into an inky new world. For Lost Ocean Johanna picked a crisp ivory paper that accentuates and complements your chosen colour palette. The smooth, untextured pages allows for beautiful blending or gradient techniques with coloured pencils, or are perfect for pens, allowing the nib to glide evenly over the surface without feathering.",0753557150,9780753557150,84,Coloring books,en,VN,NOT_FOR_SALE,False,False,True,VN,NO_PAGES,False
